Days,Trends,Seasonal,Predicted_Prices
119,10.294052318262649,1.009097779439386,10.387705335791702
120,10.295595287103929,1.0090876407535152,10.389157958416714
121,10.297138255945207,1.0494581942510557,10.80641612003772
122,10.298681224786487,1.0090673290106555,10.392062755827487
123,10.300224193627765,1.0090571559536663,10.393514930507179
124,10.301767162469044,1.0090469714396377,10.3949669557657
125,10.303310131310322,1.0090367754685696,10.396418831550012
126,10.304853100151602,1.009026568040462,10.397870557807087
127,10.30639606899288,1.009016349155315,10.399322134483887
128,10.30793903783416,1.0090061188131285,10.40077356152738
129,10.309482006675438,1.0089958770139025,10.40222483888453
130,10.311024975516718,1.0089856237576373,10.403675966502313
131,10.312567944357998,1.0089753590443324,10.405126944327684
132,10.314110913199276,1.008965082873988,10.406577772307612
133,10.315653882040555,1.0089547952466043,10.408028450389066
134,10.317196850881833,1.008944496162181,10.409478978519012
135,10.318739819723113,1.0089341856207183,10.410929356644417
136,10.320282788564391,1.008923863622216,10.412379584712243
137,10.321825757405671,1.0089135301666743,10.413829662669462
138,10.32336872624695,1.0089031852540933,10.415279590463038
139,10.324911695088229,1.0088928288844727,10.41672936803994
140,10.326454663929507,1.0088824610578129,10.41817899534713
141,10.327997632770787,1.008872081774113,10.419628472331574
142,10.329540601612065,1.0088616910333743,10.421077798940246
143,10.331083570453345,1.0088512888355958,10.422526975120105
144,10.332626539294623,1.008840875180778,10.42397600081812
145,10.334169508135902,1.0088304500689205,10.425424875981257
146,10.33571247697718,1.0088200135000238,10.426873600556483
147,10.33725544581846,1.0088095654740876,10.428322174490766
148,10.338798414659738,1.0087991059911119,10.42977059773107
149,10.340341383501018,1.0087886350510964,10.431218870224358
150,10.341884352342296,1.008778152654042,10.432666991917605
151,10.343427321183576,1.0087676587999477,10.43411496275777
152,10.344970290024854,1.0537846953363927,10.901371365337875
153,10.346513258866134,1.0087466367206412,10.437010451666733
154,10.348056227707412,1.0087361084954285,10.438457969629459
155,10.349599196548692,1.0087255688131767,10.439905336526975
156,10.35114216538997,1.0087150176738853,10.441352552306242
157,10.35268513423125,1.0087044550775541,10.442799616914227
158,10.354228103072527,1.008693881024184,10.444246530297901
159,10.355771071913807,1.0086832955137741,10.445693292404227
160,10.357314040755085,1.0086726985463248,10.44713990318017
161,10.358857009596365,1.0086620901218362,10.448586362572703
162,10.360399978437645,1.0086514702403078,10.450032670528783
163,10.361942947278923,1.00864083890174,10.451478826995382
164,10.363485916120203,1.0086301961061328,10.452924831919466
165,10.36502888496148,1.008619541853486,10.454370685247998
166,10.36657185380276,1.0086088761438,10.455816386927951
167,10.368114822644038,1.0085981989770745,10.457261936906287
168,10.369657791485318,1.0085875103533095,10.458707335129976
169,10.371200760326596,1.008576810272505,10.460152581545977
170,10.372743729167876,1.008566098734661,10.461597676101263
171,10.374286698009154,1.0085553757397776,10.463042618742799
172,10.375829666850434,1.0085446412878547,10.464487409417552
173,10.377372635691712,1.0085338953788923,10.465932048072485
174,10.378915604532992,1.0085231380128907,10.467376534654571
175,10.38045857337427,1.0085123691898494,10.46882086911077
176,10.38200154221555,1.0085015889097686,10.47026505138805
177,10.383544511056828,1.0084907971726484,10.471709081433378
178,10.385087479898107,1.0084799939784888,10.473152959193722
179,10.386630448739385,1.0084691793272897,10.474596684616047
180,10.388173417580665,1.008458353219051,10.476040257647318
181,10.389716386421943,1.0084475156537729,10.477483678234503
182,10.411666666666664,0.9918362471116856,10.326668392844496
183,10.392802324104501,1.0084258061520985,10.480370061864484
184,10.394345292945781,1.008414934215702,10.481813024801212
185,10.395888261787059,1.0084040508222663,10.483255835081719
186,10.397431230628339,1.0083931559717907,10.48469849265297
187,10.398974199469617,1.0083822496642758,10.486140997461934
188,10.400517168310897,1.0083713318997216,10.48758334945558
189,10.402060137152175,1.0083604026781279,10.48902554858087
190,10.403603105993454,1.0083494619994946,10.490467594784771
191,10.405146074834732,1.0083385098638218,10.49190948801425
192,10.406689043676012,1.0083275462711099,10.493351228216277
193,10.408232012517292,1.0083165712213582,10.494792815337812
194,10.40977498135857,1.008305584714567,10.496234249325823
195,10.41131795019985,1.0082945867507365,10.497675530127282
196,10.412860919041128,1.0082835773298666,10.499116657689152
197,10.414403887882408,1.008272556451957,10.500557631958396
198,10.415946856723686,1.008261524117008,10.501998452881983
199,10.417489825564965,1.0082504803250196,10.503439120406881
200,10.419032794406244,1.0082394250759918,10.504879634480055
201,10.420575763247523,1.0082283583699245,10.506319995048473
202,10.422118732088801,1.0082172802068177,10.507760202059098
203,10.423661700930081,1.0082061905866713,10.5092002554589
204,10.42520466977136,1.0081950895094858,10.510640155194844
205,10.426747638612639,1.0081839769752605,10.512079901213896
206,10.428290607453917,1.008172852983996,10.513519493463024
207,10.429833576295197,1.0081617175356916,10.51495893188919
208,10.431376545136475,1.008150570630348,10.516398216439365
209,10.432919513977755,1.008139412267965,10.517837347060517
210,10.434462482819033,1.0081282424485427,10.519276323699609
211,10.436005451660312,1.0081170611720807,10.520715146303607
212,10.43754842050159,1.008105868438579,10.522153814819475
213,10.449166666666665,0.9608426367456706,10.040004851794968
214,10.440634358184148,1.008083448600458,10.525030689374706
215,10.442177327025428,1.0080722214958382,10.526468895307996
216,10.443720295866706,1.0080609829341787,10.527906946941023
217,10.445263264707986,1.0080497329154798,10.529344844220757
218,10.446806233549264,1.008038471439742,10.530782587094167
219,10.448349202390544,1.0080271985069642,10.532220175508213
220,10.449892171231822,1.008015914117147,10.533657609409863
221,10.451435140073102,1.0080046182702904,10.535094888746086
222,10.45297810891438,1.0079933109663943,10.536532013463844
223,10.45452107775566,1.007981992205459,10.537968983510112
224,10.456064046596937,1.0079706619874838,10.539405798831844
225,10.457607015438217,1.0079593203124693,10.540842459376016
226,10.459149984279495,1.0079479671804152,10.54227896508959
227,10.460692953120775,1.007936602591322,10.543715315919536
228,10.462235921962055,1.0079252265451892,10.54515151181282
229,10.463778890803333,1.0079138390420166,10.546587552716401
230,10.465321859644613,1.007902440081805,10.548023438577259
231,10.46686482848589,1.0078910296645538,10.549459169342347
232,10.46840779732717,1.007879607790263,10.55089474495864
233,10.469950766168449,1.0078681744589328,10.5523301653731
234,10.471493735009728,1.007856729670563,10.553765430532692
235,10.473036703851006,1.007845273425154,10.55520054038439
236,10.474579672692286,1.0078338057227054,10.556635494875158
237,10.476122641533564,1.0078223265632174,10.558070293951955
238,10.477665610374844,1.00781083594669,10.559504937561757
239,10.479208579216122,1.007799333873123,10.560939425651524
240,10.480751548057402,1.0077878203425166,10.562373758168226
241,10.48229451689868,1.0077762953548708,10.563807935058827
242,10.48383748573996,1.0077647589101855,10.565241956270295
243,10.503333333333332,0.9438265974070439,9.913325361431983
244,10.486923423422517,1.0077416516496962,10.568109531443694
245,10.488466392263796,1.0077300808338925,10.569543085299559
246,10.490009361105075,1.0077184985610492,10.570976483264158
247,10.491552329946353,1.0077069048311666,10.572409725284455
248,10.493095298787633,1.0076952996442445,10.573842811307417
249,10.494638267628911,1.007683683000283,10.575275741280011
250,10.496181236470191,1.007672054899282,10.576708515149203
251,10.497724205311469,1.0076604153412412,10.578141132861957
252,10.499267174152749,1.0076487643261614,10.579573594365245
253,10.500810142994027,1.0076371018540418,10.581005899606026
254,10.502353111835307,1.0076254279248829,10.582438048531277
255,10.503896080676585,1.0076137425386846,10.583870041087955
256,10.505439049517864,1.0076020456954466,10.58530187722303
257,10.506982018359142,1.0075903373951693,10.586733556883466
258,10.508524987200422,1.0075786176378525,10.588165080016234
259,10.510067956041702,1.0075668864234963,10.589596446568297
260,10.51161092488298,1.0075551437521006,10.591027656486622
261,10.51315389372426,1.0075433896236654,10.592458709718176
262,10.514696862565538,1.0075316240381909,10.593889606209926
263,10.516239831406818,1.0075198469956765,10.595320345908837
264,10.517782800248096,1.0075080584961231,10.596750928761876
265,10.519325769089376,1.0074962585395302,10.598181354716012
266,10.520868737930654,1.0074844471258975,10.599611623718204
267,10.522411706771933,1.0074726242552257,10.601041735715429
268,10.523954675613211,1.0074607899275143,10.602471690654644
269,10.525497644454491,1.0074489441427634,10.60390148848282
270,10.52704061329577,1.0074370869009732,10.605331129146924
271,10.528583582137049,1.0074252182021433,10.60676061259392
272,10.530126550978327,1.007413338046274,10.608189938770774
273,10.531669519819607,1.0074014464333652,10.609619107624455
274,10.545,0.9601481915201157,10.12476267957962
275,10.534755457502165,1.0073776288364296,10.612476973150166
276,10.536298426343443,1.0073657028524023,10.613905669716123
277,10.537841395184723,1.0073537654113358,10.615334208746775
278,10.539384364026,1.0073418165132295,10.61676259018908
279,10.54092733286728,1.0073298561580841,10.618190813990015
280,10.542470301708558,1.0073178843458992,10.619618880096539
281,10.544013270549838,1.0073059010766747,10.62104678845562
282,10.545556239391116,1.0072939063504107,10.622474539014224
283,10.547099208232396,1.0072819001671074,10.623902131719321
284,10.548642177073674,1.0072698825267647,10.625329566517875
285,10.550185145914954,1.0072578534293821,10.62675684335685
286,10.551728114756232,1.0072458128749606,10.628183962183217
287,10.553271083597512,1.0072337608634991,10.629610922943936
288,10.55481405243879,1.0072216973949986,10.631037725585982
289,10.55635702128007,1.0072096224694584,10.632464370056315
290,10.55789999012135,1.0071975360868788,10.633890856301905
291,10.559442958962627,1.0071854382472598,10.635317184269717
292,10.560985927803907,1.0071733289506013,10.636743353906716
293,10.562528896645185,1.007161208196903,10.638169365159866
294,10.564071865486465,1.0071490759861657,10.639595217976142
295,10.565614834327743,1.0071369323183887,10.641020912302505
296,10.567157803169023,1.0071247771935723,10.642446448085922
297,10.5687007720103,1.0071126106117165,10.643871825273358
298,10.57024374085158,1.007100432572821,10.64529704381178
299,10.571786709692859,1.0070882430768862,10.646722103648155
300,10.573329678534138,1.007076042123912,10.648147004729456
301,10.574872647375416,1.0070638297138983,10.649571747002637
302,10.576415616216696,1.007051605846845,10.650996330414673
303,10.577958585057974,1.0070393705227525,10.652420754912528
304,10.579501553899254,1.0070271237416204,10.65384502044317
305,10.607500000000002,0.9510630709049372,10.088401524624123
306,10.582587491581812,1.0070025958082378,10.656693074390672
307,10.58413046042309,1.006990314655987,10.658116862701466
308,10.58567342926437,1.0069780220466973,10.659540491832914
309,10.587216398105648,1.0069657179803677,10.660963961731976
310,10.588759366946928,1.006953402456999,10.662387272345628
311,10.590302335788206,1.0069410754765904,10.663810423620824
312,10.591845304629485,1.0069287370391429,10.665233415504543
313,10.593388273470763,1.0069163871446554,10.66665624794374
314,10.594931242312043,1.0069040257931285,10.668078920885389
315,10.596474211153321,1.0068916529845624,10.669501434276455
316,10.598017179994601,1.0068792687189567,10.670923788063904
317,10.599560148835879,1.0068668729963115,10.672345982194699
318,10.601103117677159,1.0068544658166267,10.673768016615812
319,10.602646086518437,1.0068420471799029,10.67518989127421
320,10.604189055359717,1.0068296170861393,10.676611606116852
321,10.605732024200995,1.0068171755353366,10.678033161090713
322,10.607274993042275,1.0068047225274936,10.67945455614275
323,10.608817961883553,1.0067922580626119,10.680875791219938
324,10.610360930724832,1.0067797821406905,10.68229686626924
325,10.611903899566112,1.0067672947617297,10.683717781237624
326,10.61344686840739,1.0067547959257295,10.685138536072055
327,10.61498983724867,1.0067422856326895,10.686559130719496
328,10.616532806089948,1.0067297638826103,10.68797956512692
329,10.618075774931228,1.0067172306754915,10.689399839241288
330,10.619618743772506,1.0067046860113336,10.690819953009573
331,10.621161712613786,1.006692129890136,10.692239906378735
332,10.622704681455064,1.0066795623118987,10.693659699295742
333,10.624247650296343,1.0066669832766222,10.695079331707563
334,10.625790619137621,1.006654392784306,10.696498803561155
335,10.67,0.9673134299593636,10.32123429766641
336,10.62887655682018,1.0066291774285556,10.699337265381555
337,10.630419525661459,1.0066165525651212,10.700756255242288
338,10.631962494502737,1.0066039162446474,10.702175084332666
339,10.633505463344017,1.006591268467134,10.703593752599655
340,10.635048432185295,1.006578609232581,10.705012259990216
341,10.636591401026575,1.0065659385409889,10.706430606451326
342,10.638134369867853,1.006553256392357,10.70784879192994
343,10.639677338709133,1.006540562786686,10.70926681637304
344,10.64122030755041,1.0065278577239751,10.710684679727574
345,10.64276327639169,1.006515141204225,10.712102381940523
346,10.644306245232968,1.0065024132274356,10.713519922958847
347,10.645849214074248,1.0064896737936064,10.714937302729512
348,10.647392182915526,1.006476922902738,10.716354521199484
349,10.648935151756806,1.00646416055483,10.717771578315734
350,10.650478120598084,1.0064513867498823,10.719188474025222
351,10.652021089439364,1.0064386014878954,10.720605208274922
352,10.653564058280642,1.006425804768869,10.722021781011794
353,10.655107027121922,1.0064129965928033,10.723438192182808
354,10.6566499959632,1.006400176959698,10.724854441734928
355,10.65819296480448,1.0063873458695531,10.726270529615125
356,10.65973593364576,1.006374503322369,10.72768645577036
357,10.661278902487037,1.0063616493181453,10.7291022201476
358,10.662821871328317,1.0063487838568819,10.730517822693812
359,10.664364840169595,1.0063359069385793,10.731933263355968
360,10.665907809010875,1.0063230185632372,10.733348542081028
361,10.667450777852153,1.0063101187308556,10.73476365881596
362,10.668993746693433,1.0062972074414347,10.73617861350773
363,10.67053671553471,1.0062842846949742,10.737593406103306
364,10.67207968437599,1.0062713504914742,10.739008036549654
365,10.673622653217269,1.0062584048309349,10.74042250479374
366,10.7075,0.9744304539061805,10.433714085200428
367,10.676708590899826,1.0062324791387376,10.74325095446299
368,10.678251559741106,1.0062194991070796,10.744664935782088
369,10.679794528582384,1.0062065076183824,10.746078754686788
370,10.681337497423664,1.0061935046726458,10.747492411124064
371,10.682880466264942,1.0061804902698697,10.748905905040873
372,10.684423435106222,1.006167464410054,10.750319236384186
373,10.6859664039475,1.0061544270931988,10.751732405100967
374,10.68750937278878,1.0061413783193043,10.753145411138187
375,10.689052341630058,1.0061283180883702,10.754558254442806
376,10.690595310471338,1.0061152464003964,10.755970934961793
377,10.692138279312616,1.0061021632553835,10.757383452642117
378,10.693681248153895,1.0060890686533313,10.758795807430745
379,10.695224216995173,1.0060759625942393,10.760207999274638
380,10.696767185836453,1.006062845078108,10.761620028120769
381,10.698310154677731,1.006049716104937,10.763031893916096
382,10.699853123519011,1.0060365756747267,10.764443596607595
383,10.701396092360289,1.006023423787477,10.765855136142225
384,10.702939061201569,1.0060102604431875,10.767266512466955
385,10.704482030042847,1.005997085641859,10.768677725528754
386,10.706024998884127,1.0059838993834909,10.770088775274587
387,10.707567967725407,1.005970701668083,10.771499661651417
388,10.709110936566685,1.005957492495636,10.772910384606215
389,10.710653905407963,1.0059442718661498,10.774320944085947
390,10.712196874249242,1.0059310397796235,10.775731340037574
391,10.713739843090522,1.0059177962360581,10.77714157240807
392,10.7152828119318,1.0059045412354533,10.778551641144395
393,10.71682578077308,1.0058912747778088,10.779961546193519
394,10.718368749614358,1.0058779968631248,10.781371287502406
395,10.719911718455638,1.0058647074914016,10.782780865018028
396,10.755833333333332,1.0336300292869542,11.11755232333893
397,10.722997656138196,1.0058380943768366,10.785599528457327
398,10.724540624979474,1.0058247706339947,10.787008614274937
399,10.726083593820753,1.0058114354341137,10.788417536087149
400,10.727626562662032,1.0057980887771931,10.789826293840921
401,10.729169531503311,1.0057847306632328,10.791234887483222
402,10.73071250034459,1.0057713610922332,10.79264331696102
403,10.73225546918587,1.005757980064194,10.794051582221279
404,10.733798438027147,1.0057445875791156,10.795459683210968
405,10.735341406868427,1.0057311836369975,10.796867619877053
406,10.736884375709705,1.0057177682378402,10.7982753921665
407,10.738427344550985,1.0057043413816433,10.799683000026278
408,10.739970313392263,1.005690903068407,10.801090443403346
409,10.741513282233543,1.005677453298131,10.802497722244677
410,10.74305625107482,1.005663992070816,10.803904836497237
411,10.7445992199161,1.005650519386461,10.80531178610799
412,10.746142188757378,1.005637035245067,10.806718571023906
413,10.747685157598658,1.005623539646633,10.808125191191944
414,10.749228126439936,1.00561003259116,10.80953164655908
415,10.750771095281216,1.0055965140786476,10.810937937072275
416,10.752314064122494,1.0055829841090955,10.812344062678495
417,10.753857032963774,1.005569442682504,10.813750023324708
418,10.755400001805054,1.0055558897988728,10.815155818957878
419,10.756942970646332,1.0055423254582023,10.816561449524976
420,10.75848593948761,1.0055287496604923,10.817966914972963
421,10.76002890832889,1.005515162405743,10.819372215248814
422,10.76157187717017,1.0055015636939542,10.820777350299487
423,10.763114846011447,1.0054879535251258,10.82218232007195
424,10.764657814852727,1.005474331899258,10.823587124513173
425,10.766200783694005,1.0054606988163508,10.824991763570118
426,10.767743752535285,1.005447054276404,10.826396237189755
427,10.808333333333334,1.0526394964704153,11.377278557684406
428,10.770829690217843,1.0054197308253923,10.829204687904967
429,10.772372659059121,1.0054060519143269,10.83060866489447
430,10.7739156279004,1.0053923615462226,10.832012476234537
431,10.775458596741679,1.0053786597210785,10.833416121872123
432,10.777001565582959,1.0053649464388947,10.834819601754196
433,10.778544534424237,1.005351221699672,10.83622291582773
434,10.780087503265516,1.0053374855034096,10.837626064039684
435,10.781630472106794,1.0053237378501076,10.839029046337023
436,10.783173440948074,1.0053099787397664,10.84043186266672
437,10.784716409789352,1.0052962081723855,10.841834512975739
438,10.786259378630632,1.0052824261479651,10.843236997211045
439,10.78780234747191,1.0052686326665055,10.844639315319604
440,10.78934531631319,1.0052548277280062,10.846041467248387
441,10.790888285154468,1.0052410113324677,10.847443452944356
442,10.792431253995748,1.0052271834798894,10.848845272354476
443,10.793974222837026,1.0052133441702717,10.850246925425717
444,10.795517191678305,1.0051994934036148,10.851648412105048
445,10.797060160519584,1.005185631179918,10.853049732339425
446,10.798603129360863,1.0051717574991823,10.85445088607583
447,10.800146098202141,1.0051578723614065,10.85585187326121
448,10.801689067043421,1.0051439757665916,10.85725269384255
449,10.8032320358847,1.0051300677147375,10.85865334776681
450,10.804775004725979,1.0051161482058435,10.86005383498095
451,10.806317973567257,1.0051022172399104,10.861454155431947
452,10.807860942408537,1.0050882748169374,10.862854309066755
453,10.809403911249817,1.0050743209369253,10.864254295832353
454,10.810946880091095,1.0050603555998736,10.8656541156757
455,10.812489848932374,1.0050463788057824,10.867053768543764
456,10.814032817773652,1.0050323905546519,10.868453254383512
457,10.815575786614932,1.0050183908464816,10.869852573141909
458,10.841666666666667,1.0610269571001842,11.50330059322783
459,10.81866172429749,1.004990357059023,10.87265070920252
460,10.820204693138768,1.0049763229797346,10.874049526398666
461,10.821747661980048,1.0049622774434066,10.87544817630133
462,10.823290630821326,1.0049482204500393,10.876846658857474
463,10.824833599662606,1.0049341519996324,10.87824497401407
464,10.826376568503884,1.0049200720921858,10.879643121718074
465,10.827919537345164,1.0049059807277,10.881041101916466
466,10.829462506186442,1.0048918779061748,10.882438914556204
467,10.831005475027721,1.00487776362761,10.883836559584257
468,10.832548443869,1.004863637892006,10.88523403694759
469,10.83409141271028,1.004849500699362,10.88663134659317
470,10.835634381551557,1.0048353520496793,10.888028488467969
471,10.837177350392837,1.0048211919429566,10.889425462518943
472,10.838720319234115,1.0048070203791946,10.890822268693064
473,10.840263288075395,1.004792837358393,10.892218906937298
474,10.841806256916673,1.0047786428805519,10.89361537719861
475,10.843349225757953,1.0047644369456716,10.895011679423973
476,10.84489219459923,1.0047502195537514,10.896407813560343
477,10.84643516344051,1.0047359907047921,10.897803779554696
478,10.847978132281789,1.0047217503987933,10.899199577353992
479,10.849521101123068,1.0047074986357551,10.900595206905201
480,10.851064069964346,1.0046932354156775,10.901990668155289
481,10.852607038805626,1.00467896073856,10.903385961051217
482,10.854150007646904,1.0046646746044032,10.904781085539957
483,10.855692976488184,1.0046503770132071,10.906176041568479
484,10.857235945329464,1.0046360679649715,10.907570829083744
485,10.858778914170742,1.0046217474596966,10.908965448032717
486,10.8625,1.0494581942510557,11.399739635052093
487,10.8618648518533,1.0045930720780278,10.91175418001966
488,10.86340782069458,1.0045787172016345,10.913148292951565
489,10.864950789535857,1.0045643508682016,10.914542237105044
490,10.866493758377137,1.004549973077729,10.915936012427062
491,10.868036727218415,1.0045355838302172,10.917329618864594
492,10.869579696059695,1.0045211831256657,10.918723056364598
493,10.871122664900973,1.004506770964075,10.920116324874046
494,10.872665633742253,1.0044923473454448,10.921509424339904
495,10.874208602583531,1.0044779122697751,10.922902354709134
496,10.87575157142481,1.004463465737066,10.924295115928706
497,10.877294540266089,1.0044490077473172,10.925687707945583
498,10.878837509107369,1.004434538300529,10.927080130706738
499,10.880380477948647,1.0044200573967015,10.92847238415913
500,10.881923446789926,1.0044055650358343,10.92986446824973
501,10.883466415631204,1.004391061217928,10.931256382925506
502,10.885009384472484,1.0043765459429819,10.932648128133417
503,10.886552353313762,1.0043620192109965,10.934039703820437
504,10.888095322155042,1.0043474810219717,10.93543110993353
505,10.88963829099632,1.004332931375907,10.936822346419657
506,10.8911812598376,1.0043183702728034,10.938213413225796
507,10.892724228678878,1.00430379771266,10.939604310298904
508,10.894267197520158,1.0042892136954773,10.94099503758595
509,10.895810166361436,1.0042746182212552,10.942385595033901
510,10.897353135202716,1.0042600112899933,10.943775982589724
511,10.898896104043994,1.0042453929016923,10.945166200200385
512,10.900439072885273,1.0042307630563516,10.946556247812849
513,10.901982041726551,1.0042161217539716,10.947946125374083
514,10.903525010567831,1.0042014689945522,10.949335832831057
515,10.905067979409111,1.004186804778093,10.950725370130732
516,10.906610948250389,1.0041721291045946,10.952114737220075
517,10.891666666666666,1.0537846953363927,11.477471640038877
518,10.909696885932947,1.0041427433864791,10.954892960555638
519,10.911239854774227,1.0041280333418623,10.95628181669579
520,10.912782823615505,1.004113311840206,10.957670502413478
